,q_num,user,rank,feature_rank,activity
0,239.0,714968.0,1043.0,"[1, 3, 2]",edit
1,239.0,301607.0,3534.0,"[1, 3, 2]",answer
0,240.0,395744.0,28.0,"[3, 2, 1]",comment
1,240.0,53897.0,2037.0,"[1, 3, 2]",answer
2,240.0,978917.0,2576.0,"[3, 1, 2]",favorite
3,240.0,363437.0,2674.0,"[3, 2, 1]",answer
4,240.0,154640.0,3032.0,"[3, 2, 1]",favorite
5,240.0,1018783.0,4093.0,"[1, 3, 2]",favorite
6,240.0,190566.0,4190.0,"[1, 3, 2]",comment
7,240.0,971041.0,4536.0,"[1, 3, 2]",answer
8,240.0,529967.0,5729.0,"[1, 3, 2]",answer
0,241.0,545343.0,217.0,"[3, 2, 1]",edit
1,241.0,22656.0,1132.0,"[1, 3, 2]",answer
2,241.0,574479.0,2957.0,"[3, 2, 1]",comment
3,241.0,1212363.0,4601.0,"[3, 2, 1]",answer
4,241.0,238978.0,5694.0,"[1, 3, 2]",comment
0,242.0,893550.0,661.0,"[3, 2, 1]",answer
1,242.0,525978.0,1854.0,"[3, 2, 1]",answer
2,242.0,1427098.0,4634.0,"[1, 3, 2]",edit
0,243.0,758104.0,3482.0,"[3, 2, 1]",answer
1,243.0,1136062.0,5809.0,"[3, 2, 1]",edit
2,243.0,1160045.0,7161.0,"[1, 3, 2]",answer
0,244.0,57695.0,2.0,"[1, 3, 2]",answer
1,244.0,62873.0,713.0,"[2, 3, 1]",edit
2,244.0,22656.0,795.0,"[1, 3, 2]",answer
3,244.0,233792.0,2229.0,"[3, 2, 1]",answer
4,244.0,944336.0,2525.0,"[3, 2, 1]",answer
5,244.0,1093528.0,3475.0,"[3, 2, 1]",comment
0,245.0,162171.0,3514.0,"[2, 3, 1]",answer
1,245.0,6004969.0,36588.0,"[1, 3, 2]",answer
0,246.0,969016.0,51.0,"[3, 2, 1]",answer
1,246.0,995891.0,3639.0,"[1, 3, 2]",answer
2,246.0,362581.0,12271.0,"[1, 3, 2]",answer
3,246.0,1181921.0,13025.0,"[1, 3, 2]",answer
4,246.0,687315.0,23025.0,"[1, 2, 3]",edit
0,247.0,153728.0,9313.0,"[1, 3, 2]",answer
0,248.0,183039.0,2819.0,"[3, 2, 1]",answer
1,248.0,1110291.0,5448.0,"[1, 3, 2]",answer
2,248.0,62288.0,6423.0,"[1, 3, 2]",comment
0,249.0,418556.0,0.0,"[1, 2, 3]",comment
1,249.0,203657.0,1830.0,"[1, 2, 3]",comment
2,249.0,1060262.0,2836.0,"[2, 3, 1]",edit
3,249.0,197101.0,3310.0,"[3, 2, 1]",answer
0,250.0,1386768.0,1620.0,"[3, 2, 1]",answer
1,250.0,1066240.0,4436.0,"[1, 3, 2]",edit
2,250.0,62657.0,9194.0,"[1, 3, 2]",comment
0,251.0,1203147.0,40497.0,"[1, 2, 3]",favorite
0,252.0,57695.0,2.0,"[1, 3, 2]",comment
1,252.0,572670.0,3065.0,"[1, 3, 2]",comment
2,252.0,467968.0,3466.0,"[3, 2, 1]",answer
3,252.0,784597.0,4174.0,"[3, 2, 1]",comment
4,252.0,1000959.0,5568.0,"[3, 2, 1]",answer
0,253.0,1379998.0,2405.0,"[3, 2, 1]",answer
1,253.0,196869.0,5791.0,"[1, 3, 2]",answer
0,254.0,1114897.0,1709.0,"[3, 2, 1]",answer
1,254.0,552347.0,3092.0,"[1, 3, 2]",edit
2,254.0,186099.0,19237.0,"[1, 2, 3]",favorite
0,255.0,466646.0,940.0,"[3, 2, 1]",edit
1,255.0,183133.0,1978.0,"[3, 2, 1]",answer
2,255.0,746710.0,2077.0,"[3, 2, 1]",edit
3,255.0,212555.0,2153.0,"[3, 2, 1]",answer
0,256.0,1387365.0,242.0,"[3, 2, 1]",comment
1,256.0,21234.0,2876.0,"[1, 3, 2]",edit
2,256.0,473637.0,5661.0,"[3, 2, 1]",comment
3,256.0,5703847.0,57693.0,"[1, 3, 2]",answer
0,257.0,1212363.0,5542.0,"[3, 2, 1]",answer
1,257.0,492694.0,6398.0,"[1, 3, 2]",answer
2,257.0,989774.0,8349.0,"[1, 3, 2]",favorite
0,258.0,384808.0,988.0,"[3, 2, 1]",answer
1,258.0,483349.0,2106.0,"[3, 2, 1]",answer
2,258.0,599436.0,2979.0,"[3, 2, 1]",answer
0,259.0,22656.0,1272.0,"[1, 3, 2]",answer
1,259.0,131433.0,3986.0,"[3, 2, 1]",comment
2,259.0,373151.0,4676.0,"[3, 2, 1]",edit
3,259.0,732016.0,4845.0,"[3, 2, 1]",answer
0,260.0,714968.0,782.0,"[1, 3, 2]",answer
1,260.0,203657.0,1345.0,"[1, 3, 2]",comment
2,260.0,800648.0,1372.0,"[2, 3, 1]",comment
0,261.0,333566.0,99.0,"[3, 2, 1]",comment
1,261.0,16883.0,2990.0,"[3, 1, 2]",answer
2,261.0,1068443.0,3051.0,"[3, 2, 1]",answer
0,262.0,1040885.0,2719.0,"[1, 3, 2]",answer
1,262.0,311777.0,2990.0,"[1, 3, 2]",comment
2,262.0,584674.0,3966.0,"[1, 3, 2]",edit
0,263.0,1276252.0,2283.0,"[3, 2, 1]",comment
1,263.0,1315966.0,2641.0,"[3, 2, 1]",comment
2,263.0,704616.0,3215.0,"[3, 2, 1]",answer
3,263.0,1049915.0,3817.0,"[1, 3, 2]",comment
0,264.0,1317475.0,1742.0,"[3, 2, 1]",edit
1,264.0,1288.0,5293.0,"[3, 2, 1]",edit
2,264.0,1431239.0,39196.0,"[1, 3, 2]",favorite
0,265.0,418556.0,0.0,"[1, 2, 3]",comment
1,265.0,714968.0,843.0,"[1, 2, 3]",edit
0,266.0,633239.0,2382.0,"[3, 2, 1]",edit
1,266.0,813874.0,3937.0,"[3, 2, 1]",comment
0,267.0,670388.0,84.0,"[3, 2, 1]",answer
1,267.0,701940.0,85.0,"[3, 2, 1]",answer
2,267.0,1138616.0,661.0,"[2, 3, 1]",edit
3,267.0,714965.0,2319.0,"[3, 2, 1]",edit
4,267.0,1288.0,3114.0,"[3, 2, 1]",edit
5,267.0,944826.0,12751.0,"[1, 3, 2]",answer
0,268.0,1467348.0,3638.0,"[3, 2, 1]",answer
1,268.0,872883.0,6192.0,"[3, 2, 1]",answer
0,269.0,522444.0,1.0,"[1, 3, 2]",comment
1,269.0,714968.0,2.0,"[1, 3, 2]",edit
2,269.0,1057230.0,2229.0,"[1, 3, 2]",answer
3,269.0,982996.0,2452.0,"[3, 2, 1]",edit
4,269.0,635608.0,3399.0,"[3, 2, 1]",comment
5,269.0,982341.0,5629.0,"[2, 3, 1]",answer
0,270.0,81179.0,5991.0,"[3, 2, 1]",edit
0,271.0,471607.0,2190.0,"[3, 1, 2]",comment
1,271.0,513342.0,3556.0,"[3, 2, 1]",comment
2,271.0,1041341.0,12293.0,"[1, 3, 2]",favorite
0,272.0,43786.0,4064.0,"[3, 2, 1]",answer
0,273.0,702638.0,1844.0,"[3, 1, 2]",comment
1,273.0,981284.0,3413.0,"[1, 3, 2]",answer
0,274.0,1195383.0,2701.0,"[3, 2, 1]",edit
1,274.0,483728.0,9887.0,"[1, 3, 2]",answer
0,275.0,1036741.0,1598.0,"[3, 2, 1]",comment
1,275.0,663842.0,6774.0,"[1, 3, 2]",answer
2,275.0,1050058.0,12592.0,"[1, 3, 2]",favorite
3,275.0,397244.0,19008.0,"[1, 3, 2]",favorite
4,275.0,1267661.0,30403.0,"[3, 2, 1]",comment
5,275.0,1472331.0,40353.0,"[1, 3, 2]",answer
0,276.0,758831.0,4288.0,"[1, 3, 2]",comment
1,276.0,1155000.0,5436.0,"[1, 3, 2]",comment
2,276.0,15806.0,11069.0,"[1, 3, 2]",answer
0,277.0,2183516.0,3548.0,"[3, 2, 1]",comment
1,277.0,225396.0,4149.0,"[3, 2, 1]",answer
2,277.0,1335794.0,4913.0,"[3, 2, 1]",answer
0,278.0,139985.0,1184.0,"[1, 3, 2]",answer
1,278.0,69051.0,4428.0,"[3, 2, 1]",answer
0,279.0,574479.0,2957.0,"[3, 2, 1]",comment
1,279.0,1236720.0,3812.0,"[3, 2, 1]",favorite
2,279.0,373151.0,3929.0,"[3, 2, 1]",answer
3,279.0,1026764.0,3940.0,"[3, 2, 1]",comment
4,279.0,567864.0,4995.0,"[1, 3, 2]",favorite
5,279.0,377366.0,13066.0,"[1, 3, 2]",comment
6,279.0,1250684.0,51843.0,"[1, 3, 2]",answer
0,280.0,139985.0,586.0,"[1, 3, 2]",answer
1,280.0,994720.0,1617.0,"[3, 2, 1]",edit
2,280.0,56044.0,4051.0,"[1, 3, 2]",answer
0,281.0,935079.0,3124.0,"[3, 2, 1]",answer
0,282.0,1097674.0,546.0,"[2, 3, 1]",edit
1,282.0,197532.0,2964.0,"[3, 2, 1]",comment
2,282.0,2275761.0,56408.0,"[1, 3, 2]",answer
0,283.0,493939.0,3796.0,"[3, 2, 1]",edit
1,283.0,1180968.0,3821.0,"[3, 2, 1]",comment
0,284.0,843542.0,2581.0,"[3, 2, 1]",edit
1,284.0,1212960.0,3268.0,"[1, 3, 2]",answer
0,285.0,571407.0,1.0,"[1, 3, 2]",answer
1,285.0,819662.0,4295.0,"[3, 2, 1]",edit
2,285.0,189992.0,4714.0,"[3, 2, 1]",answer
0,286.0,305121.0,7.0,"[3, 2, 1]",comment
1,286.0,20394.0,2325.0,"[3, 2, 1]",edit
2,286.0,921254.0,2713.0,"[3, 2, 1]",favorite
3,286.0,517781.0,5091.0,"[1, 3, 2]",comment
4,286.0,201202.0,5353.0,"[1, 3, 2]",comment
5,286.0,1444066.0,44742.0,"[1, 3, 2]",favorite
0,287.0,1094597.0,1326.0,"[1, 3, 2]",comment
1,287.0,776084.0,1690.0,"[3, 2, 1]",answer
2,287.0,755560.0,2119.0,"[3, 2, 1]",comment
3,287.0,548225.0,2191.0,"[3, 2, 1]",answer
4,287.0,477454.0,2283.0,"[3, 2, 1]",answer
5,287.0,557597.0,2998.0,"[3, 2, 1]",answer
6,287.0,1102056.0,3578.0,"[3, 2, 1]",answer
7,287.0,396850.0,4289.0,"[1, 3, 2]",comment
0,288.0,838434.0,2824.0,"[3, 2, 1]",answer
1,288.0,367456.0,4625.0,"[1, 2, 3]",edit
0,289.0,21234.0,2020.0,"[1, 3, 2]",edit
1,289.0,1263942.0,3972.0,"[1, 3, 2]",answer
2,289.0,675129.0,14129.0,"[1, 2, 3]",edit
3,289.0,1281925.0,36290.0,"[1, 3, 2]",answer
4,289.0,2625326.0,47241.0,"[3, 2, 1]",answer
5,289.0,2413303.0,58107.0,"[1, 3, 2]",answer
0,290.0,626796.0,3452.0,"[3, 2, 1]",answer
0,291.0,367273.0,1821.0,"[1, 3, 2]",answer
1,291.0,1081110.0,2269.0,"[3, 2, 1]",answer
2,291.0,926907.0,3584.0,"[3, 2, 1]",favorite
3,291.0,402022.0,23789.0,"[1, 3, 2]",edit
0,292.0,200130.0,1747.0,"[3, 2, 1]",answer
1,292.0,525203.0,14639.0,"[1, 3, 2]",answer
2,292.0,1646745.0,50051.0,"[1, 3, 2]",answer
3,292.0,1253178.0,50104.0,"[3, 2, 1]",answer
4,292.0,3617030.0,53491.0,"[1, 3, 2]",answer
0,293.0,343955.0,1735.0,"[3, 1, 2]",comment
1,293.0,835058.0,2595.0,"[3, 2, 1]",answer
2,293.0,1129916.0,3511.0,"[3, 2, 1]",comment
3,293.0,185723.0,5587.0,"[1, 3, 2]",favorite
4,293.0,211277.0,5782.0,"[1, 3, 2]",answer
5,293.0,126014.0,6621.0,"[1, 3, 2]",comment
0,294.0,506855.0,3897.0,"[1, 3, 2]",answer
0,295.0,139985.0,644.0,"[1, 3, 2]",comment
1,295.0,680925.0,1014.0,"[1, 3, 2]",comment
2,295.0,44852.0,1027.0,"[3, 2, 1]",edit
3,295.0,1268895.0,1433.0,"[3, 2, 1]",edit
4,295.0,697449.0,1738.0,"[3, 2, 1]",comment
0,296.0,223339.0,4762.0,"[3, 2, 1]",edit
1,296.0,1206301.0,5022.0,"[3, 2, 1]",answer
0,297.0,83109.0,3181.0,"[3, 2, 1]",comment
1,297.0,86604.0,3585.0,"[3, 2, 1]",comment
2,297.0,442451.0,3719.0,"[3, 2, 1]",answer
3,297.0,431769.0,4172.0,"[3, 2, 1]",comment
4,297.0,1276252.0,4845.0,"[3, 2, 1]",comment
5,297.0,575376.0,4953.0,"[3, 2, 1]",comment
6,297.0,236247.0,6202.0,"[3, 2, 1]",edit
0,298.0,653362.0,9528.0,"[1, 3, 2]",answer
0,299.0,714968.0,1086.0,"[1, 3, 2]",edit
1,299.0,1290385.0,3783.0,"[3, 2, 1]",edit
2,299.0,1043352.0,3866.0,"[1, 3, 2]",answer
3,299.0,15168.0,4096.0,"[2, 3, 1]",edit
4,299.0,720569.0,4814.0,"[1, 3, 2]",answer
0,300.0,887124.0,865.0,"[3, 2, 1]",answer
1,300.0,166949.0,881.0,"[3, 2, 1]",edit
2,300.0,109492.0,1391.0,"[3, 2, 1]",answer
3,300.0,883033.0,1645.0,"[3, 2, 1]",comment
4,300.0,1062015.0,2973.0,"[3, 2, 1]",answer
5,300.0,241658.0,30671.0,"[1, 3, 2]",answer
0,301.0,892493.0,8.0,"[3, 2, 1]",answer
1,301.0,282601.0,206.0,"[3, 2, 1]",answer
2,301.0,967062.0,1290.0,"[2, 3, 1]",favorite
3,301.0,9922.0,36947.0,"[1, 3, 2]",edit
0,302.0,1377787.0,28.0,"[3, 2, 1]",answer
1,302.0,519334.0,3399.0,"[3, 2, 1]",answer
2,302.0,1100043.0,3586.0,"[3, 2, 1]",comment
3,302.0,1129332.0,3975.0,"[3, 2, 1]",edit
0,303.0,207421.0,937.0,"[1, 3, 2]",comment
1,303.0,1212960.0,2606.0,"[3, 1, 2]",edit
2,303.0,1293744.0,2884.0,"[1, 3, 2]",answer
3,303.0,509303.0,3051.0,"[3, 2, 1]",comment
0,304.0,179850.0,2048.0,"[1, 3, 2]",comment
1,304.0,979051.0,2169.0,"[3, 2, 1]",comment
2,304.0,736937.0,8668.0,"[1, 3, 2]",comment
3,304.0,430952.0,14548.0,"[1, 3, 2]",answer
0,305.0,414561.0,47.0,"[3, 2, 1]",edit
1,305.0,101294.0,6171.0,"[1, 3, 2]",favorite
2,305.0,130168.0,6923.0,"[1, 3, 2]",comment
3,305.0,120915.0,8720.0,"[1, 3, 2]",answer
0,306.0,1137043.0,4233.0,"[3, 2, 1]",comment
1,306.0,947474.0,4509.0,"[2, 3, 1]",edit
2,306.0,91042.0,7004.0,"[1, 3, 2]",answer
3,306.0,21727.0,8352.0,"[1, 3, 2]",answer
0,307.0,260990.0,1275.0,"[1, 3, 2]",answer
1,307.0,538757.0,9192.0,"[1, 3, 2]",answer
0,308.0,418556.0,0.0,"[1, 2, 3]",edit
1,308.0,600135.0,8694.0,"[1, 3, 2]",comment
2,308.0,1192987.0,23892.0,"[1, 2, 3]",favorite
3,308.0,1439349.0,38242.0,"[1, 3, 2]",answer
0,309.0,1130346.0,1545.0,"[3, 2, 1]",edit
1,309.0,21234.0,2011.0,"[1, 3, 2]",edit
2,309.0,562388.0,2306.0,"[3, 2, 1]",edit
3,309.0,1033896.0,3006.0,"[3, 1, 2]",answer
0,310.0,467764.0,193.0,"[3, 2, 1]",answer
1,310.0,966474.0,3670.0,"[3, 2, 1]",comment
2,310.0,1079354.0,4013.0,"[1, 3, 2]",edit
3,310.0,998692.0,8642.0,"[1, 2, 3]",favorite
0,311.0,160811.0,3145.0,"[3, 2, 1]",comment
1,311.0,1048330.0,3155.0,"[3, 2, 1]",edit
2,311.0,1145285.0,3484.0,"[3, 2, 1]",comment
3,311.0,1022048.0,3577.0,"[3, 2, 1]",favorite
4,311.0,556919.0,6001.0,"[1, 3, 2]",answer
5,311.0,47190.0,6277.0,"[1, 3, 2]",answer
6,311.0,475150.0,6887.0,"[1, 3, 2]",comment
0,312.0,1067721.0,1667.0,"[3, 2, 1]",answer
1,312.0,1174526.0,5385.0,"[1, 3, 2]",favorite
2,312.0,1442149.0,45205.0,"[1, 3, 2]",answer
3,312.0,1222627.0,56344.0,"[1, 3, 2]",answer
0,313.0,438992.0,1268.0,"[1, 3, 2]",comment
1,313.0,1420425.0,1433.0,"[3, 2, 1]",comment
2,313.0,1388557.0,2263.0,"[3, 2, 1]",answer
3,313.0,1025201.0,3193.0,"[3, 2, 1]",comment
4,313.0,1192702.0,4003.0,"[3, 2, 1]",comment
5,313.0,1193808.0,4826.0,"[3, 2, 1]",answer
6,313.0,501557.0,5321.0,"[1, 3, 2]",comment
7,313.0,492293.0,10744.0,"[1, 3, 2]",favorite
0,314.0,1293744.0,3453.0,"[3, 2, 1]",answer
1,314.0,334274.0,3884.0,"[3, 2, 1]",comment
2,314.0,947357.0,4884.0,"[3, 2, 1]",answer
3,314.0,2595139.0,39605.0,"[1, 3, 2]",answer
4,314.0,2781649.0,42539.0,"[1, 3, 2]",favorite
5,314.0,4669617.0,54266.0,"[1, 3, 2]",answer
0,315.0,21234.0,2645.0,"[1, 3, 2]",edit
1,315.0,442451.0,4295.0,"[3, 2, 1]",answer
2,315.0,53300.0,4594.0,"[3, 2, 1]",edit
3,315.0,1225328.0,4875.0,"[1, 3, 2]",answer
0,316.0,426412.0,1935.0,"[3, 2, 1]",answer
1,316.0,367273.0,1968.0,"[1, 3, 2]",answer
2,316.0,738746.0,2737.0,"[3, 1, 2]",edit
3,316.0,453005.0,3244.0,"[3, 2, 1]",comment
0,317.0,203907.0,1302.0,"[3, 2, 1]",edit
0,318.0,35264.0,3824.0,"[3, 2, 1]",answer
1,318.0,615282.0,5482.0,"[3, 2, 1]",edit
2,318.0,1183033.0,9514.0,"[1, 3, 2]",answer
3,318.0,967062.0,9707.0,"[1, 2, 3]",favorite
4,318.0,503804.0,13878.0,"[1, 3, 2]",favorite
5,318.0,2323008.0,35947.0,"[1, 3, 2]",answer
6,318.0,1952576.0,39739.0,"[1, 2, 3]",favorite
7,318.0,5263786.0,49325.0,"[1, 3, 2]",answer
8,318.0,1514647.0,51771.0,"[1, 3, 2]",answer
9,318.0,2148913.0,56639.0,"[1, 3, 2]",answer
0,319.0,1448678.0,1913.0,"[3, 2, 1]",comment
1,319.0,575659.0,5666.0,"[3, 2, 1]",answer
2,319.0,579078.0,5881.0,"[3, 2, 1]",answer
0,320.0,1108879.0,1313.0,"[3, 2, 1]",comment
1,320.0,1167210.0,2943.0,"[3, 2, 1]",favorite
2,320.0,1101070.0,3343.0,"[3, 2, 1]",comment
3,320.0,62288.0,6465.0,"[1, 3, 2]",answer
4,320.0,890349.0,8103.0,"[1, 3, 2]",comment
0,321.0,714968.0,763.0,"[1, 2, 3]",edit
1,321.0,710951.0,1789.0,"[3, 2, 1]",answer
0,322.0,1065197.0,2792.0,"[1, 3, 2]",comment
1,322.0,686036.0,3233.0,"[3, 2, 1]",edit
2,322.0,262852.0,6232.0,"[1, 2, 3]",comment
3,322.0,386110.0,20465.0,"[1, 3, 2]",answer
4,322.0,5791058.0,42548.0,"[1, 3, 2]",answer
0,323.0,418556.0,0.0,"[1, 2, 3]",comment
1,323.0,522444.0,1.0,"[1, 3, 2]",answer
2,323.0,21234.0,3389.0,"[3, 2, 1]",edit
3,323.0,202009.0,4299.0,"[3, 2, 1]",answer
4,323.0,1329572.0,5125.0,"[3, 2, 1]",edit
5,323.0,1137043.0,5849.0,"[3, 1, 2]",comment
0,324.0,21234.0,2801.0,"[1, 3, 2]",edit
1,324.0,1947725.0,40905.0,"[1, 3, 2]",answer
0,325.0,1412808.0,1427.0,"[3, 2, 1]",answer
1,325.0,1461754.0,2206.0,"[3, 2, 1]",answer
2,325.0,644998.0,14774.0,"[1, 3, 2]",edit
0,326.0,571407.0,1.0,"[1, 3, 2]",comment
1,326.0,935079.0,2523.0,"[3, 2, 1]",comment
2,326.0,169397.0,3145.0,"[3, 2, 1]",edit
3,326.0,690553.0,3343.0,"[3, 2, 1]",comment
4,326.0,937430.0,18709.0,"[1, 2, 3]",favorite
0,327.0,1245189.0,1028.0,"[2, 3, 1]",edit
0,328.0,544983.0,1671.0,"[1, 3, 2]",answer
1,328.0,893.0,2060.0,"[3, 1, 2]",edit
2,328.0,1239460.0,7161.0,"[1, 3, 2]",answer
0,329.0,57695.0,2.0,"[1, 3, 2]",answer
1,329.0,1361554.0,2202.0,"[2, 3, 1]",edit
2,329.0,808486.0,2883.0,"[1, 3, 2]",comment
3,329.0,478399.0,2920.0,"[1, 3, 2]",answer
4,329.0,758133.0,4274.0,"[3, 2, 1]",comment
5,329.0,1047448.0,5396.0,"[3, 2, 1]",comment
6,329.0,295264.0,6878.0,"[1, 3, 2]",comment
0,330.0,571407.0,1.0,"[1, 3, 2]",answer
1,330.0,302916.0,2685.0,"[1, 3, 2]",comment
2,330.0,834362.0,3676.0,"[1, 3, 2]",edit
3,330.0,298455.0,4098.0,"[3, 2, 1]",answer
4,330.0,228171.0,4217.0,"[3, 2, 1]",answer
5,330.0,2928051.0,55645.0,"[1, 3, 2]",answer
0,331.0,1015633.0,1396.0,"[3, 2, 1]",edit
1,331.0,530734.0,2254.0,"[3, 2, 1]",edit
2,331.0,513342.0,2576.0,"[3, 2, 1]",comment
0,332.0,828625.0,4031.0,"[3, 1, 2]",edit
1,332.0,1285928.0,4847.0,"[3, 2, 1]",edit
2,332.0,271357.0,4885.0,"[3, 2, 1]",answer
3,332.0,121747.0,5172.0,"[3, 2, 1]",answer
4,332.0,177800.0,5379.0,"[3, 2, 1]",comment
5,332.0,233014.0,7026.0,"[1, 3, 2]",comment
6,332.0,825050.0,7759.0,"[1, 3, 2]",comment
0,333.0,714968.0,2.0,"[1, 3, 2]",edit
1,333.0,571407.0,1261.0,"[1, 3, 2]",answer
0,334.0,869736.0,1365.0,"[1, 3, 2]",answer
1,334.0,504717.0,6082.0,"[3, 2, 1]",edit
2,334.0,509733.0,13111.0,"[1, 3, 2]",comment
0,335.0,518936.0,1021.0,"[3, 2, 1]",comment
1,335.0,699224.0,1492.0,"[3, 2, 1]",comment
2,335.0,237815.0,2761.0,"[2, 3, 1]",comment
3,335.0,62891.0,27392.0,"[1, 3, 2]",favorite
0,336.0,8313.0,4218.0,"[3, 2, 1]",answer
0,337.0,328882.0,2724.0,"[3, 2, 1]",answer
1,337.0,988052.0,4136.0,"[3, 1, 2]",edit
0,338.0,432903.0,1072.0,"[3, 2, 1]",favorite
1,338.0,982650.0,1474.0,"[2, 3, 1]",edit
2,338.0,988052.0,2335.0,"[3, 2, 1]",answer
3,338.0,122441.0,7614.0,"[1, 3, 2]",favorite
4,338.0,1020474.0,8836.0,"[1, 2, 3]",favorite
5,338.0,99834.0,10514.0,"[1, 3, 2]",favorite
6,338.0,2797275.0,55874.0,"[1, 2, 3]",favorite
0,339.0,21234.0,1672.0,"[1, 3, 2]",answer
1,339.0,669645.0,5241.0,"[1, 3, 2]",edit
0,340.0,1049915.0,1613.0,"[3, 2, 1]",edit
1,340.0,785864.0,1621.0,"[3, 2, 1]",answer
2,340.0,280602.0,10100.0,"[1, 3, 2]",comment
0,341.0,1201870.0,1771.0,"[3, 2, 1]",comment
1,341.0,1094597.0,2132.0,"[1, 3, 2]",comment
0,342.0,223339.0,2748.0,"[3, 2, 1]",answer
1,342.0,263525.0,3930.0,"[3, 1, 2]",comment
2,342.0,2587430.0,4039.0,"[3, 2, 1]",answer
3,342.0,1376634.0,4078.0,"[3, 2, 1]",answer
4,342.0,12719.0,4209.0,"[3, 2, 1]",comment
5,342.0,221213.0,4249.0,"[3, 2, 1]",answer
6,342.0,851811.0,4533.0,"[3, 2, 1]",answer
7,342.0,1356883.0,5335.0,"[3, 2, 1]",answer
8,342.0,1029088.0,5347.0,"[3, 2, 1]",edit
9,342.0,989452.0,24566.0,"[1, 3, 2]",favorite
10,342.0,4574869.0,38355.0,"[1, 3, 2]",answer
11,342.0,3917580.0,38829.0,"[1, 3, 2]",answer
12,342.0,678672.0,43266.0,"[1, 2, 3]",favorite
13,342.0,2637804.0,50309.0,"[3, 2, 1]",answer
14,342.0,2373451.0,50405.0,"[1, 3, 2]",answer
0,343.0,410414.0,14585.0,"[1, 3, 2]",answer
0,344.0,809536.0,7211.0,"[1, 3, 2]",favorite
1,344.0,992563.0,9825.0,"[1, 3, 2]",answer
0,345.0,418556.0,0.0,"[1, 2, 3]",edit
1,345.0,1204786.0,694.0,"[3, 2, 1]",edit
0,346.0,714968.0,2.0,"[1, 3, 2]",edit
1,346.0,3937.0,1875.0,"[3, 2, 1]",edit
2,346.0,1291492.0,2332.0,"[3, 2, 1]",comment
3,346.0,1190122.0,3941.0,"[3, 2, 1]",comment
0,347.0,175421.0,198.0,"[3, 2, 1]",answer
1,347.0,22656.0,1186.0,"[1, 3, 2]",answer
2,347.0,1264138.0,2593.0,"[3, 2, 1]",answer
3,347.0,828625.0,3234.0,"[1, 3, 2]",favorite
0,348.0,714968.0,127.0,"[1, 3, 2]",edit
1,348.0,1212960.0,2275.0,"[1, 3, 2]",answer
0,349.0,418556.0,0.0,"[1, 2, 3]",comment
1,349.0,18157.0,1997.0,"[3, 1, 2]",comment
2,349.0,1169357.0,2411.0,"[3, 2, 1]",comment
3,349.0,1268895.0,2429.0,"[3, 2, 1]",edit
4,349.0,1147787.0,25932.0,"[1, 3, 2]",favorite
0,350.0,104458.0,6027.0,"[1, 3, 2]",answer
0,351.0,808158.0,7990.0,"[1, 3, 2]",answer
1,351.0,1408036.0,15122.0,"[1, 3, 2]",answer
0,352.0,418556.0,0.0,"[1, 2, 3]",edit
1,352.0,714968.0,850.0,"[1, 3, 2]",answer
2,352.0,571407.0,851.0,"[1, 3, 2]",answer
3,352.0,576758.0,3896.0,"[3, 2, 1]",edit
4,352.0,6675805.0,32508.0,"[1, 3, 2]",answer
0,353.0,1359971.0,26.0,"[3, 2, 1]",edit
1,353.0,702638.0,1909.0,"[3, 1, 2]",answer
2,353.0,1097883.0,2105.0,"[3, 2, 1]",answer
3,353.0,836738.0,2168.0,"[3, 2, 1]",comment
4,353.0,160811.0,3190.0,"[1, 3, 2]",edit
0,354.0,1396264.0,1991.0,"[2, 3, 1]",favorite
1,354.0,1321404.0,2450.0,"[3, 2, 1]",comment
2,354.0,838204.0,2648.0,"[2, 3, 1]",favorite
3,354.0,16883.0,3524.0,"[3, 1, 2]",comment
4,354.0,266103.0,3571.0,"[3, 2, 1]",edit
5,354.0,1344008.0,3821.0,"[3, 2, 1]",answer
6,354.0,266198.0,4073.0,"[3, 2, 1]",comment
0,355.0,1205372.0,4495.0,"[2, 3, 1]",edit
1,355.0,1105221.0,5688.0,"[3, 2, 1]",edit
0,356.0,758280.0,1418.0,"[1, 3, 2]",comment
1,356.0,345057.0,3812.0,"[3, 2, 1]",comment
0,357.0,758446.0,3490.0,"[3, 2, 1]",comment
1,357.0,203600.0,3559.0,"[3, 2, 1]",edit
2,357.0,1287342.0,3636.0,"[3, 2, 1]",comment
3,357.0,1281407.0,4582.0,"[3, 2, 1]",comment
4,357.0,548634.0,4624.0,"[3, 2, 1]",edit
5,357.0,449693.0,4846.0,"[3, 2, 1]",edit
6,357.0,263525.0,4880.0,"[3, 2, 1]",edit
7,357.0,1311351.0,5588.0,"[3, 2, 1]",comment
8,357.0,872803.0,6001.0,"[3, 2, 1]",answer
9,357.0,946904.0,6094.0,"[3, 2, 1]",comment
10,357.0,1329572.0,6858.0,"[1, 3, 2]",comment
0,358.0,984823.0,1271.0,"[1, 3, 2]",comment
0,359.0,455227.0,1216.0,"[3, 2, 1]",edit
1,359.0,1019741.0,3215.0,"[3, 2, 1]",favorite
2,359.0,416206.0,3882.0,"[1, 3, 2]",answer
3,359.0,1271985.0,6504.0,"[1, 3, 2]",favorite
4,359.0,1097600.0,10225.0,"[1, 3, 2]",favorite
5,359.0,1986767.0,49265.0,"[1, 3, 2]",answer
